,oficialista,opositor
legitimidad,4,0
legión,0,1
lego,0,1
legos,0,1
legrand,2,2
leguas,1,0
legítima,1,4
legítimamente,2,0
legítimas,2,0
legítimo,1,1
legó,1,0
leis,0,3
lejano,1,1
lejanía,4,0
lejanías,0,1
lejanísimo,0,1
lejos,18,12
lelo,0,1
lema,1,5
lengua,2,2
lenguaje,13,2
lenguaraces,0,1
lenguas,1,0
lenin,7,0
leninista,1,0
leninistas,1,0
lenta,2,1
lentitud,0,1
lento,3,4
lentos,0,1
leo,5,0
leona,1,0
leonardo,0,2
leopoldo,0,1
lepidóptero,1,0
lerdo,0,1
lesa,3,2
lesbianas,1,0
lesionado,1,0
letales,0,1
letaymanreport,1,0
letra,5,5
letrados,1,2
letras,5,2
letrinas,1,0
letrinet,1,0
leuco,0,5
levanta,7,3
levantaba,3,0
levantaban,1,0
levantada,0,1
levantadas,1,0
levantado,3,2
levantamiento,1,7
levantan,2,0
levantar,4,5
levantarla,0,1
levantaron,3,1
levantaría,0,2
levante,2,0
levantisca,0,1
levanto,1,0
levantá,1,0
levanté,1,0
levantó,4,1
leve,0,2
levedad,1,0
levemente,0,2
leves,2,0
levingston,1,0
levísima,1,0
lew,0,1
ley,44,69
leyenda,5,2
leyendo,5,0
leyera,1,1
leyeran,1,0
leyeron,1,0
leyes,14,16
leyva,1,0
leyó,5,0
lezama,0,1
leés,1,0
leí,14,1
leía,12,1
leían,2,0
leída,1,1
leídas,1,1
leído,7,3
leídos,1,0
león,1,1
leónidas,1,0
lglesia,0,1
li,1,0
libera,6,0
liberación,7,4
liberada,0,2
liberado,0,1
liberal,4,2
liberales,4,0
liberalismo,2,2
liberar,1,0
liberaron,1,0
liberará,0,1
libertad,50,42
libertades,6,3
libertador,3,0
libertadora,2,3
libertadores,1,0
libertarias,1,0
libra,1,0
librada,1,0
libran,2,0
librar,0,1
librarse,1,0
libre,28,11
libremente,3,0
librería,1,0
librerías,2,1
libres,5,2
libreta,3,1
libretista,0,1
libretita,0,1
libreto,2,6
libro,102,25
libros,24,9
libró,1,0
libélulas,1,0
libération,1,0
libérrima,1,0
licastro,1,0
licencia,5,5
licenciado,0,1
licencias,1,0
liceo,3,0
licitaciones,1,0
licitación,2,2
licuado,0,1
licuando,1,0
lidera,4,1
liderada,1,0
liderado,1,0
liderados,0,1
lideran,0,1
liderando,0,1
liderar,0,1
liderazgo,4,9
liderazgos,1,1
lidiaba,1,0
lidiar,1,0
liga,0,2
ligada,1,0
ligado,3,1
ligados,1,1
ligas,2,0
ligera,1,0
ligeramente,2,0
lijo,5,9
liliana,22,0
lilita,0,1
lima,8,0
limada,1,0
limar,2,0
limarle,1,0
limitaban,1,0
limitaciones,2,1
limitación,1,0
limitada,2,0
limitadas,2,0
limitado,1,0
limitan,1,0
limitar,0,3
limitaron,0,1
limitarse,1,0
limitarían,0,1
limosna,1,0
limpia,4,0
limpiaba,1,0
limpiar,1,2
limpias,2,2
limpieza,1,0
limpio,2,2
linchamiento,0,1
linchamientos,0,2
linda,12,0
lindas,3,0
lindezas,1,0
lindo,4,0
line,0,1
linea,1,0
lineal,1,0
lineamiento,0,1
lineamientos,2,0
lingüista,2,0
link,1,0
lino,0,1
linyeras,2,0
liquidación,1,1
liquidar,0,1
liquidaron,1,0
liquide,0,1
lisa,1,1
lisandro,3,0
lisonjas,0,1
lisos,1,0
lista,8,13
listado,2,0
listas,5,18
listo,3,0
litantes,1,0
literal,1,0
literalmente,7,1
literaria,1,0
literario,2,1
literarios,1,0
literary,2,0
literatos,1,0
literatura,2,1
liti,1,0
litigando,0,1
litigantes,0,1
litigar,0,1
litigio,1,5
litigios,1,0
litigiosidad,3,0
litro,0,1
litros,0,1
liuzzi,0,5
liviana,0,1
liviandad,1,0
liviano,1,1
living,10,0
llaga,0,1
llagas,2,0
llama,19,20
llamaba,18,2
llamaban,4,2
llamabas,1,0
llamada,8,3
llamadas,1,1
llamado,27,13
llamados,11,4
llamamos,3,5
llaman,8,1
llamando,3,1
llamar,16,4
llamaran,0,1
llamaremos,0,1
llamarla,0,3
llamarle,2,0
llamarlo,3,1
llamaron,4,0
llamarse,4,0
llamará,0,1
llamaría,2,0
llamas,2,1
llamativo,1,1
llame,2,2
llamemos,1,0
llamen,1,2
llamo,4,1
llamábamos,1,0
llamándola,1,0
llamándolo,0,1
llamándolos,1,0
llamé,3,0
llamó,42,7
llana,1,0
llanamente,1,1
llano,2,3
llanos,2,0
llanto,5,0
llave,3,1
llaves,1,1
lle,1,0
llega,31,13
llegaba,16,3
llegaban,10,2
llegabas,0,1
llegada,8,9
llegado,21,3
llegamos,8,0
llegan,4,4
llegando,3,1
llegar,46,35
llegara,7,2
llegaran,1,1
llegaron,16,9
llegará,3,0
llegarán,0,1
llegaría,0,2
llegarían,1,1
llego,4,1
llegue,1,1
lleguemos,0,1
lleguen,1,3
llegué,10,1
llegá,1,0
llegó,71,17
llena,11,4
llenaba,2,0
llenado,0,1
llenar,2,2
llenara,1,0
llenaron,0,2
llenarse,4,1
llenas,2,2
llenase,1,0
lleno,18,1
llenos,2,1
llenó,2,4
llev,1,0
lleva,24,12
llevaba,14,2
llevaban,5,2
llevada,0,2
llevadas,0,1
llevado,5,4
llevados,1,0
llevamos,4,0
llevan,9,3
llevando,2,2
llevar,19,14
llevara,2,1
llevaran,1,0
llevarla,2,1
llevarle,2,0
llevarlo,1,1
llevarlos,0,2
llevarme,2,0
llevarnos,0,1
llevaron,9,3
llevarse,1,1
llevará,3,1
llevarán,0,1
llevate,1,0
lleve,0,1
lleven,2,4
llevo,2,0
llevábamos,1,0
llevándose,1,0
llevárselo,1,0
llevé,2,1
llevó,19,17
llleva,0,1
llopis,1,0
lloraba,4,0
lloraban,2,0
llorado,1,0
lloran,3,0
llorando,4,0
llorar,11,1
lloriquean,0,1
lloriqueo,0,1
llorona,1,0
llorábamos,1,0
llorándolo,1,0
lloré,1,0
lloró,7,1
llosa,2,0
llover,1,0
llovieran,1,0
llovizna,0,2
llueva,1,0
lluevan,0,1
lluvia,3,4
lluvias,1,1
loas,1,0
lobato,6,0
lobbies,0,4
lobby,2,1
lobo,2,1
loca,5,2
local,9,12
locales,3,2
localidad,2,1
localidades,1,1
localización,1,0
localizado,1,0
locamente,1,0
locane,0,2
locas,1,0
locke,1,0
loco,8,3
locos,8,2
locura,4,3
locutor,4,0
lodazales,1,0
lodo,2,0
logra,6,6
lograba,1,0
logrado,10,13
logrados,1,0
logradísima,1,0
logramos,4,2
logran,2,0
logrando,1,0
lograr,7,17
lograran,2,0
lograrlo,0,5
lograron,2,4
logrará,0,2
lograrán,1,0
logre,2,0
logren,1,1
logro,3,1
logros,1,2
logré,1,0
logró,9,5
logística,0,1
logístico,1,0
lohago,0,1
loira,2,0
lomas,0,2
lombardi,1,0
lomo,2,0
lonardi,2,0
londres,1,1
longobard,0,1
longobardi,0,4
look,1,0
lookeada,1,0
lope,1,0
lopez,0,1
loquito,0,1
lord,0,1
lorenzetti,0,1
lorenzo,3,0
loroso,1,0
lote,1,0
lotería,0,7
loto,0,1
lotos,1,0
lotudez,1,0
lou,1,0
lousteau,10,5
lozano,0,1
lu,0,1
lubertino,1,0
luce,3,1
luces,4,1
lucha,34,18
luchaban,1,0
luchado,1,0
luchadores,1,2
luchan,1,3
luchando,2,1
luchar,6,1
lucharon,1,0
luchas,6,0
luche,1,0
luché,0,1
luciano,0,1
lucidez,3,1
lucido,1,0
lucieran,1,0
luciérnagas,1,0
lució,0,1
lucrativo,0,1
lucro,1,1
luder,0,1
ludueña,1,0
luego,44,58
lugano,1,0
lugar,102,76
lugares,18,7
lugareño,1,0
lugo,2,0
luis,23,21
luitremava,1,0
lujo,2,5
lujoso,2,0
lujuria,0,1
luján,0,1
lula,14,3
luminosidad,1,0
lumnista,1,0
lumpenaje,1,0
luna,5,0
lunes,7,11
lunga,1,0
luntario,1,0
lupa,0,2
lupin,1,0
lupín,24,0
lustre,1,0
luxemburgo,0,3
luz,22,7
luzca,1,0
luzcan,1,0
lácteos,0,1
lágrima,3,0
lágrimas,4,2
lámpara,0,3
lápices,1,0
lápida,0,1
lástima,9,1
látigo,0,1
lázaro,3,36
lícito,0,2
líder,17,11
líderes,9,6
límite,6,11
límites,8,4
límpido,1,0
línea,25,10
líneas,8,8
lío,1,0
líquido,1,0
lógica,7,13
lógicas,2,0
lógico,4,5
lógicos,1,0
lópez,21,44
lúcida,3,0
lúcidamente,0,1
lúcido,0,1
lúcidos,1,0
lúdico,0,1
m2,3,0
ma,0,1
mabel,5,0
macabro,1,0
macabros,1,0
macana,0,1
macanuda,1,0
macetones,1,0
machismo,1,0
machista,0,1
machistas,1,0
macho,3,0
machos,3,0
mación,1,0
macri,39,91
macrismo,2,1
macristas,1,1
macro,0,1
macroeconómicos,0,1
mada,1,0
madera,10,0
madero,0,7
madonna,1,0
madre,57,11
madres,7,22
madrid,3,1
madruga,0,2
madrugada,14,1
madrugadas,1,0
madryn,1,0
madurar,1,0
madurez,0,1
maduro,2,3
maduros,0,1
maestra,4,3
maestro,1,2
maestros,1,5
mafia,8,4
mafias,2,5
mafiosas,1,0
mafioso,1,0
mafiosos,3,2
mafud,0,1
magdalena,4,15
magia,1,8
magistrada,0,1
magistrado,4,11
magistrados,0,11
magistratura,12,9
magma,1,0
magna,3,2
magnay,2,0
magnettistas,1,0
magnetto,45,4
magnifican,0,2
magnitud,0,3
magnífica,1,0
magnífico,0,1
magníficos,1,0
mago,5,0
magos,0,2
magro,1,0
mahoma,0,1
mail,9,0
mails,2,1
maipo,3,0
maipú,0,1
maite,6,0
major,1,0
majul,0,4
mal,51,42
mala,7,13
malacostumbrado,0,1
malandras,0,3
malas,9,5
malcorra,0,1
malcriás,1,0
maldad,6,0
maldición,0,2
maldigo,1,0
maldije,1,0
maldita,0,1
maldito,3,0
malditos,1,0
males,0,6
malestar,5,0
maleteros,2,0
malgasta,1,0
malhablada,1,0
malhadado,1,0
malhechores,1,0
malhumorado,2,0
malhumoró,0,1
malicia,2,0
maliciosa,2,0
maliciosas,1,0
mallo,0,2
malo,12,5
malogrado,1,0
malogró,0,1
malolientes,1,0
malos,6,5
malraux,2,0
maltraer,1,0
maltratados,1,0
maltrato,2,2
maltrecha,2,0
malvender,0,1
malversa,0,1
malversación,0,3
malversaron,0,3
malversó,0,2
malvinas,16,0
malvivientes,1,0
malévolo,1,0
malísimo,1,0
mamaderas,1,0
mamado,1,0
mamarracho,3,0
mamita,3,0
mamotreto,1,0
mamporro,0,1
mamá,45,3
mamíferos,1,0
man,1,0
manada,3,0
management,0,1
mancha,1,0
manchaba,1,0
manchadas,1,0
manchado,1,0
manchados,0,1
mancharon,0,1
mancharía,1,0
manchas,0,1
manchó,1,0
mancomunado,0,1
manda,8,4
mandaba,3,0
mandaban,4,0
mandado,4,0
mandados,1,0
mandala,1,0
mandamases,1,0
mandamos,0,1
mandan,3,1
mandando,2,0
mandar,1,4
mandaran,1,0
mandarlo,0,1
mandarlos,1,0
mandarme,1,0
mandaron,3,0
mandará,0,1
mandase,1,0
mandataria,18,5
mandatario,4,3
mandatarios,0,2
mandato,12,22
mandatos,2,4
mando,4,6
mandonear,0,1
mandos,1,0
mandrake,2,0
mandé,2,0
mandó,14,4
maneja,3,5
manejaba,4,2
manejaban,2,1
manejado,1,3
manejados,0,2
manejamos,0,2
manejan,2,3
manejando,0,1
manejar,7,4
manejaran,0,1
manejarla,0,1
manejarlo,0,1
manejarse,1,0
maneje,1,0
manejo,3,12
manejos,0,3
manejó,0,2
manera,54,82
maneras,7,1
manes,1,0
manga,3,2
mangas,4,0
manguera,1,0
manhattan,0,1
mani,0,7
manicuradas,1,0
manifestaba,1,0
manifestaciones,3,0
manifestación,1,1
manifestado,0,3
manifestamos,1,0
manifestantes,2,0
manifestar,1,1
manifestó,6,11
manifiesta,0,4
manifiestan,0,1
manifiesten,2,0
manifiesto,2,3
maniobra,4,6
maniobras,1,6
manipula,0,1
manipulables,0,1
manipulación,8,2
manipulada,1,0
manipulado,0,2
manipulador,1,0
manipulan,1,0
manipulando,1,0
manipular,0,8
manjares,2,0
mano,51,29
manos,32,19
manoseos,1,0
manoteadores,1,0
manrique,7,0
mansalva,1,0
mansilla,0,1
manso,1,0
manteca,3,0
mantendrá,0,1
mantendrían,2,0
mantener,5,18
mantenerla,0,1
mantenerlos,1,0
mantenerse,2,4
mantenga,0,3
mantengo,2,0
mantenido,3,5
mantenidos,1,0
manteniendo,0,1
mantenimiento,1,2
mantenía,1,0
mantenían,1,1
mantiene,2,5
mantienen,0,4
manto,2,0
mantuviera,1,0
mantuvieran,0,1
mantuvieron,2,2
mantuvo,9,1
manu,0,1
manual,1,1
manuales,1,0
manuel,16,9
manzana,2,2
manzanas,1,0
manzur,0,1
mao,2,0
mapa,5,2
mapas,1,0
mapuches,1,0
maqueta,1,0
maquiavelo,3,1
maquiavélica,0,1
maquillaba,1,0
maquillada,5,0
maquillaje,13,0
maquillarse,5,0
maquillándose,1,0
maquina,0,2
maquinal,1,0
maquinaria,0,1
maquinita,1,3
maquinitas,0,1
mar,16,3
maradona,3,0
marangoni,0,2
marasmo,1,0
maravillas,2,2
maravillosa,0,1
maravilloso,2,2
maraña,1,0
marca,15,8
marcaba,1,2
marcada,3,1
marcadas,3,0
marcado,4,1
marcadores,1,0
marcan,1,3
marcar,2,3
marcara,1,0
marcarle,0,1
marcaron,1,1
marcas,6,0
marcelo,3,20
marcha,26,12
marcharon,2,0
marchas,4,0
marchita,0,1
marciales,1,0
marco,16,10
marcoff,2,0
marcos,3,6
marcó,10,6
mareaba,2,0
mareada,1,0
mareados,1,0
marechal,1,0
marfil,1,1
margaret,1,0
margarita,4,5
margen,7,10
marginación,2,0
marginados,2,0
marginal,0,2
marginalidad,0,2
margulis,1,0
mari,0,1
maria,1,0
mariachis,1,0
mariana,1,0
mariano,10,7
marido,21,6
maridos,1,0
marie,1,1
marihuana,0,1
marijuán,0,5
marilyn,3,0
marina,1,0
marino,0,1
mario,5,4
marionetas,0,1
mariotto,0,1
mariposa,4,0
mariposas,1,0
mariscal,1,0
marita,1,0
marketing,1,1
marqué,1,0
marras,0,2
marrones,3,0
marrón,4,0
marshall,2,0
marta,4,0
marte,0,1
martes,3,8
martha,33,0
martilleo,1,0
martin,0,3
martirio,1,0
martita,12,0
martí,1,0
martín,12,23
martínez,9,3
marx,9,4
marxistas,1,0
marzo,18,2
maría,23,21
mas,18,112
masa,3,2
masacrar,0,1
masacre,4,1
masas,12,0
maschwitz,0,1
mascotas,0,1
masculinas,1,0
masculino,4,0
masculinos,2,0
masiva,5,1
masivas,0,1
masivo,3,0
masivos,1,0
masoquista,1,0
massa,19,68
massismo,2,3
massot,0,1
mastroianni,1,0
mata,6,2
mataba,2,0
mataban,1,0
matado,3,0
matamos,1,0
matan,6,1
matando,1,0
matanza,7,2
matanzas,2,0
matar,12,7
matara,0,1
matarla,0,1
matarlo,2,2
matarlos,2,0
matarme,1,0
mataron,8,1
matarse,1,0
mate,9,0
matemáticas,5,0
mateos,1,0
materia,17,17
material,16,7
materiales,4,1
materialidad,2,1
materializar,0,1
materializará,0,1
materias,9,2
materna,1,0
maternal,3,0
maternidad,3,0
maternidades,1,0
mates,1,0
matices,1,0
matilde,1,0
matinales,1,0
matiz,0,1
matrimonio,12,11
matriz,1,8
matrona,2,0
matrícula,1,0
matutino,2,0
matzkin,3,0
mató,4,2
mauricio,15,31
max,0,1
maximalistas,1,0
maximiliano,1,0
mayans,1,0
mayo,47,18
mayor,29,51
mayordomo,0,1
mayores,6,7
mayorga,3,0
mayoria,1,0
mayoritaria,1,0
mayoritariamente,2,1
mayoritario,3,0
mayoría,36,31
mayorías,3,1
mayra,3,0
mayúsculo,1,1
maza,1,0
mazas,0,1
mazo,1,0
mazure,4,0
maíz,1,4
mañana,44,26
mañaneros,1,0
mañosos,1,0
mccarthy,3,0
mcclatchy,1,0
mea,1,0
meandros,1,0
mecanismo,4,1
mecanismos,4,2
mecanizada,1,0
mechado,1,0
mechas,1,0
mechón,1,0
mecánica,1,0
medalla,0,2
medallita,1,0
medellín,0,1
media,27,5
mediación,1,0
mediador,0,1
mediadora,3,0
mediados,6,0
mediana,1,0
medianas,1,0
mediano,2,2
medianoche,2,1
mediante,2,3
mediar,1,0
medias,6,0
mediata,1,0
mediato,1,0
medible,1,0
medicación,1,0
medicada,0,1
medical,1,0
medicamento,1,0
medicamentos,0,1
medicina,3,1
medicinal,0,1
medicinales,0,1
mediciones,3,1
medida,28,19
medidas,5,27
medido,0,2
medidora,0,1
medidos,0,1
medina,11,0
medio,64,39
mediocre,3,1
mediocres,0,1
mediocridad,8,0
mediodía,5,3
medios,148,70
medir,0,2
medirse,1,0
mediría,0,1
meditan,1,0
mediática,15,2
mediáticamente,0,1
mediáticas,5,0
mediático,19,4
mediáticos,11,2
medran,1,0
medía,1,0
megacoima,0,1
megacomunicacional,1,0
megacorrupción,0,1
megadevaluación,0,1
megaempresario,0,1
megaimperios,2,0
megalómano,1,0
megáfonos,1,0
meijide,1,1
meirelles,0,1
meiszner,0,2
mejilla,1,0
mejor,101,57
mejora,1,3
mejorado,0,1
mejoramos,0,2
mejorando,0,1
mejorar,3,11
mejorarse,1,0
mejorará,1,1
mejoras,4,1
mejore,0,3
mejores,20,10
mejoró,1,0
melancolía,1,0
melancólicos,1,0
melconian,1,1
melena,2,0
melnyk,0,5
membretado,0,1
membrete,0,1
memo,2,0
memorable,3,0
memorables,3,0
memoria,31,7
memorias,1,1
memoriza,0,1
memorándum,0,8
menchi,2,0
menciona,4,3
mencionaba,1,5
mencionada,0,1
mencionado,3,4
mencionados,1,0
mencionamos,0,1
mencionando,1,0
mencionar,2,8
mencionaste,1,0
mencione,1,0
menciono,1,0
mencionábamos,0,2
mencionás,2,0
mencionó,2,3
mención,0,3
mendigos,2,0
mendiguren,0,1
mendocino,1,0
mendoza,3,3
meneada,1,0
menelao,1,0
menem,48,27
menemato,4,1
menemismo,8,9
menemista,5,3
menemistas,1,2
menganito,1,0
mengolini,0,1
mengua,1,0
menguado,1,0
menor,15,25
menores,5,4
menos,127,101
menosprecio,0,1
mensaje,10,13
mensajero,0,1
mensajeros,3,0
mensajes,6,5
mensuales,1,0
mensualidad,2,0
mensualmente,1,0
mentada,1,1
mentado,0,1
mental,2,2
mentales,4,0
mentalidad,0,1
mentalmente,2,0
mente,12,1
mentes,2,0
mentida,1,0
mentido,6,1
mentime,1,0
mentir,4,0
mentira,29,7
mentiras,10,1
mentirle,1,0
mentiroso,0,1
mentor,0,1
mentores,2,0
mentí,1,0
mentía,0,1
menudo,1,0
menú,2,1
mera,11,2
meramente,1,1
mercaderías,0,1
mercadito,1,0
mercado,28,17
mercados,2,9
mercancía,4,0
mercantil,4,0
mercantiles,2,0
merced,2,0
mercedes,1,1
mercenario,3,1
mercenarios,1,0
mercosur,5,2
mercurio,1,1
merece,3,2
merecedoras,1,0
merecemos,3,1
merecen,1,1
merecer,1,1
merecería,0,1
merecida,1,0
merecimientos,1,0
mereció,1,2
merecés,1,0
merecía,0,1
merecían,1,0
merello,1,0
merezco,1,0
merienda,2,0
merkel,15,6
mero,2,1
merodeando,1,0
meros,1,0
mes,17,10
mesa,29,15
mesas,6,3
meses,36,35
messenger,1,0
messi,3,2
mesuras,2,0
mesías,4,0
meta,7,2
metafóricas,1,0
metafórico,1,0
metal,1,0
metalúrgico,0,1
metalúrgicos,0,1
metamorfoseándolo,1,0
metan,1,1
metanfetamina,0,1
metapolítico,2,0
metas,1,1
mete,3,2
metemos,2,0
meten,3,0
meter,7,4
meterla,0,1
meterlas,1,0
meterle,0,2
meterles,0,1
meterlo,2,1
meterme,1,0
meterse,2,0
meterte,1,0
meterían,0,1
metetelo,2,0
metidas,1,0
metido,9,2
metidos,1,0
metieron,4,2
metió,1,0
meto,2,0
metodología,2,5
metonímicamente,1,0
metro,1,1
metropolitana,2,19
metropolitanos,1,0
metros,7,2
metáfora,6,2
metáforas,1,0
metértela,1,0
metí,1,0
metía,3,0
metían,1,0
mexicana,1,1
mexicano,2,1
mexicanos,2,2
mexico,0,2
meyer,1,0
mezcla,1,6
mezclaba,3,0
mezclada,1,0
mezclados,2,1
mezclan,4,0
mezclar,0,1
mezclaran,1,0
mezclarnos,1,0
mezclaron,4,0
mezcló,1,0
mezquina,0,2
mezquino,0,1
mezquinos,1,0
mezquinó,1,0
miami,0,1
miaría,1,0
miceli,1,1
michel,2,0
micheli,1,0
michelle,3,2
michelángelo,1,0
michetti,3,6
micro,7,0
microcentro,0,4
microclima,2,0
microclimas,1,0
microconstrucción,0,1
microeconomía,0,1
micros,1,0
micrófono,6,1
micrófonos,1,0
mida,1,0
mide,0,1
miden,0,1
midiera,0,1
miedo,43,12
miel,3,1
miembro,4,6
miembros,17,17
mien,2,0
mienta,3,0
mientan,2,0
miente,8,2
mienten,3,0
miento,1,0
mientras,85,41
mierda,28,0
migajas,1,1
migraciones,0,1
migratorias,0,1
miguel,12,11
mil,28,73
milagro,3,2
milani,0,6
miles,30,15
milico,2,0
milicos,15,0
milimétrica,0,1
milita,3,1
militaba,5,0
militaban,2,0
militado,4,0
militan,0,2
militancia,49,14
militando,2,0
militante,30,3
militantemente,1,0
militantes,69,17
militar,21,14
militares,26,8
militari,0,1
militarismo,0,1
militaristas,1,0
militarización,2,0
militarizando,1,0
militó,2,0
millaje,0,1
millar,1,0
millonaria,0,1
millonarias,0,1
millonario,1,3
millonarios,1,5
millones,56,84
millón,1,7
milo,2,0
milton,1,0
milán,0,1
milítenla,1,0
mimado,1,1
mimados,1,0
mimar,1,0
mimetizándose,1,0
mina,16,0
minado,0,5
minar,0,1
minas,4,1
mineral,1,0
minicanje,0,1
minifalda,1,0
minifaldas,1,0
minimiza,1,0
minimizado,0,1
minimizando,0,1
minimizar,1,0
minimizaron,0,1
ministeriales,0,1
ministerio,18,16
ministerios,0,6
ministra,6,1
ministro,42,73
ministros,5,12
minoridad,1,0
minoritaria,1,0
minoritario,1,1
minoría,4,6
minorías,5,2
mintiendo,3,0
mintiera,1,0
mintieron,1,0
mintiéndoles,1,0
mintió,4,0
minucias,1,0
minuciosamente,5,0
minuto,1,2
minutos,18,10
minúsculos,1,0
miopes,1,0
mira,41,9
miraba,13,0
miraban,6,0
mirada,18,12
miradas,1,0
mirado,4,0
miralo,2,0
miramos,2,1
miran,4,0
mirando,16,3
mirar,12,4
mirara,2,1
mirarle,7,0
mirarlo,6,0
mirarme,1,0
mirarnos,2,0
miraron,2,1
mirarse,4,3
mire,7,17
miren,5,0
miro,9,0
mirtha,2,2
mirá,28,5
mirándolas,0,1
mirándolo,2,0
mirándolos,1,0
mirándome,1,0
mirándose,1,0
miré,1,0
miró,4,2
misa,7,0
miseria,3,0
miserias,0,1
misericordia,13,0
misiles,1,0
misiones,1,1
misiva,0,4
misión,3,3
misma,96,42
mismas,11,8
mismo,128,105
mismos,20,14
mismísima,0,3
mismísimo,2,0
misoginia,3,0
misterio,1,1
misóginos,1,0
mitad,4,10
mito,10,3
mitología,2,0
mitos,5,0
mitre,7,4
mixtura,0,1
miércoles,5,13
mo,1,0
mocasines,3,0
moche,1,0
mochila,2,3
moda,2,1
modales,0,2
modalidad,5,0
modelo,36,15
modelos,2,1
modera,1,0
moderación,4,1
moderadamente,1,0
moderado,2,1
moderna,0,2
modernas,0,1
modernidad,1,1
moderno,2,4
modernos,1,0
modesta,1,2
modestamente,3,0
modestia,6,0
modesto,5,0
modificaciones,0,2
modificación,1,4
modificado,0,2
modificar,2,7
modifique,0,1
modista,1,0
modo,68,22
modos,6,3
modus,0,2
modélico,1,0
mohyeldin,5,0
moisesovich,1,0
mojar,0,1
moldear,1,0
moldes,0,1
mole,1,0
molecular,1,0
moler,1,0
molerlo,1,0
molesta,4,4
molestaba,3,0
molestado,1,1
molestan,1,0
molestando,2,0
molestar,0,1
molestaran,1,0
moleste,2,0
molesten,1,0
molestia,1,0
molesto,0,2
molestos,1,0
molestó,0,5
molina,1,3
molinos,2,0
momento,98,78
momentos,29,12
momentáneo,1,0
momo,1,0
momoveneguista,2,0
monacales,2,0
monarquía,0,2
monasterio,0,8
monde,1,0
mondelo,1,0
moneda,4,4
monedero,5,0
monetaria,0,1
monetario,0,5
monetarista,1,0
monique,1,0
monitorea,0,1
monja,2,0
monjas,5,0
